Project Title,Base Link,Publication Title,Authors,Published In,DOI,Link
Open Innovation Ecosystem for Sustainable Nano-functionalized Flexible Plastic and Paper Surfaces and Membranes,https://cordis.europa.eu/project/id/862156,A Comparative Study on the Roll-to-Roll Processing of a Silicate–Polyvinyl Alcohol Composite Barrier Lacquer Using Slot-Die and Reverse Gravure Coating Techniques,,,,https://doi.org/10.3390/polym15132761
Open Innovation Ecosystem for Sustainable Nano-functionalized Flexible Plastic and Paper Surfaces and Membranes,https://cordis.europa.eu/project/id/862156,Bio-Based Sensors for Smart Food Packaging—Current Applications and Future Trends,,,,https://doi.org/10.3390/s21062148
Understanding the impact of nanoplastics on the development of neurological disorders,https://cordis.europa.eu/project/id/851257,Tissue-specific macrophages: how they develop and choreograph tissue biology,,,,https://doi.org/10.1038/s41577-023-00848-y
Understanding the impact of nanoplastics on the development of neurological disorders,https://cordis.europa.eu/project/id/851257,From macrophage biology to macrophage-based cellular immunotherapies,,,,https://doi.org/10.1038/s41434-021-00221-5
Assessment of riverine litter (plastics) inputs to the marine environment,https://cordis.europa.eu/project/id/846843,Unravelling spatio-temporal patterns of suspended microplastic concentration in the Natura 2000 Guadalquivir estuary (SW Spain): Observations and model simulations,,,,https://doi.org/10.1016/j.marpolbul.2021.112622
Assessment of riverine litter (plastics) inputs to the marine environment,https://cordis.europa.eu/project/id/846843,Floating macrolitter leaked from Europe into the ocean,,,,https://doi.org/10.1038/s41893-021-00722-6
Assessment of riverine litter (plastics) inputs to the marine environment,https://cordis.europa.eu/project/id/846843,Coastal gradients of small microplastics and associated pollutants influenced by estuarine sources,,,,https://doi.org/10.1016/j.marpolbul.2021.113292
Assessment of riverine litter (plastics) inputs to the marine environment,https://cordis.europa.eu/project/id/846843,Early Career Scientists' Contributions to River Plastic Monitoring Across Scales,,,,https://doi.org/10.3389/feart.2022.861531
Assessment of riverine litter (plastics) inputs to the marine environment,https://cordis.europa.eu/project/id/846843,Contamination from microplastics and other anthropogenic particles in the digestive tracts of the commercial species Engraulis encrasicolus and Sardina pilchardus,,,,https://doi.org/10.1016/j.scitotenv.2022.160451
FOR THE CIRCULAR ECONOMY OF TYRE DOMAIN: RECYCLING END OF LIFE TYRES INTO SECONDARY RAW MATERIALS FOR TYRES AND OTHER PRODUCT APPLICATIONS,https://cordis.europa.eu/project/id/869625,The role of temperature profile during the pyrolysis of end-of-life-tyres in an industrially relevant conditions auger plant,,,,https://doi.org/10.1016/j.jenvman.2022.115323
FOR THE CIRCULAR ECONOMY OF TYRE DOMAIN: RECYCLING END OF LIFE TYRES INTO SECONDARY RAW MATERIALS FOR TYRES AND OTHER PRODUCT APPLICATIONS,https://cordis.europa.eu/project/id/869625,On fractioning the tire pyrolysis oil in a pilot-scale distillation plant under industrially relevant conditions,,,,https://doi.org/10.1021/acs.energyfuels.2c03850
Development of innovative biotic symbiosis for plastic biodegradation and synthesis to solve their end of life challenges in the agriculture and food industries,https://cordis.europa.eu/project/id/887648,The Effects of Agricultural Plastic Waste on the Vermicompost Process and HealthStatus of Eisenia fetida,,,,https://doi.org/10.3390/agronomy12102547
Development of innovative biotic symbiosis for plastic biodegradation and synthesis to solve their end of life challenges in the agriculture and food industries,https://cordis.europa.eu/project/id/887648,Effect of Abiotic Treatments on Agricultural Plastic Waste: Efficiency of the Degradation Processes,,,,https://doi.org/10.3390/polym16030359
Development of innovative biotic symbiosis for plastic biodegradation and synthesis to solve their end of life challenges in the agriculture and food industries,https://cordis.europa.eu/project/id/887648,Innovative Biotic Symbiosis for Plastic Biodegradation to Solve their End-of-Life Challenges in the Agriculture and Food Industries,,,,https://doi.org/10.37394/232015.2022.18.120
Development of innovative biotic symbiosis for plastic biodegradation and synthesis to solve their end of life challenges in the agriculture and food industries,https://cordis.europa.eu/project/id/887648,Enrichment of native plastic‐associated biofilm communities to enhance polyester degrading activity,,,,https://doi.org/10.1111/1462-2920.16466
Development of innovative biotic symbiosis for plastic biodegradation and synthesis to solve their end of life challenges in the agriculture and food industries,https://cordis.europa.eu/project/id/887648,Development of plastic-degrading microbial consortia by induced selection in microcosms,,,,https://doi.org/10.3389/fmicb.2023.1143769
Development of innovative biotic symbiosis for plastic biodegradation and synthesis to solve their end of life challenges in the agriculture and food industries,https://cordis.europa.eu/project/id/887648,Enhancing earthworm (Lumbricus terrestris) tolerance to plastic contamination through gut microbiome fortification with plastic-degrading microorganisms,,,,https://doi.org/10.1016/j.jhazmat.2023.132836
Development of innovative biotic symbiosis for plastic biodegradation and synthesis to solve their end of life challenges in the agriculture and food industries,https://cordis.europa.eu/project/id/887648,Effect of Agrcultural Microplastic and Mesoplastic in the vermicomposting process:Response of Eisenia fétida and quality of the vermicomosting obtained,,,,https://doi.org/10.1016/j.envpol.2023.122027
Development of innovative biotic symbiosis for plastic biodegradation and synthesis to solve their end of life challenges in the agriculture and food industries,https://cordis.europa.eu/project/id/887648,Modulating biofilm can potentiate activity of novel plastic-degrading enzymes,,,,https://doi.org/10.1038/s41522-023-00440-1
Development of innovative biotic symbiosis for plastic biodegradation and synthesis to solve their end of life challenges in the agriculture and food industries,https://cordis.europa.eu/project/id/887648,Agricultural Plastic Waste Management,,,,https://doi.org/10.37394/232015.2022.18.124
Development of innovative biotic symbiosis for plastic biodegradation and synthesis to solve their end of life challenges in the agriculture and food industries,https://cordis.europa.eu/project/id/887648,Thermogravimetry coupled with mass spectrometry successfully used to quantify polyethylene and polystyrene microplastics in organic amendments,,,,https://doi.org/10.1016/j.envres.2022.113583
Circular solutions for the textile industry,https://cordis.europa.eu/project/id/887711,Evaluating the alterations of the estrogen-responsive genes in Cyprinodonvariegatus larvae for biomonitoring the impacts of estrogenic endocrinedisruptors (EEDs),,,,https://doi.org/10.1016/j.etap.2022.104042
Circular solutions for the textile industry,https://cordis.europa.eu/project/id/887711,An Optimized Ustilago maydis for Itaconic Acid Production at Maximal Theoretical Yield,,,,https://doi.org/10.3390/jof7010020
Circular solutions for the textile industry,https://cordis.europa.eu/project/id/887711,Is a compostable plastic biodegradable in the sea? A rapid standard protocol to test mineralization in marine conditions,,,,https://doi.org/10.1016/j.scitotenv.2022.154860
Circular solutions for the textile industry,https://cordis.europa.eu/project/id/887711,Effects of primary leachates of conventional and alternative plastics in Cyprinodon variegatus fish larvae: Endocrine disruption and toxicological responses,,,,https://doi.org/10.1016/j.envpol.2024.123717
Circular solutions for the textile industry,https://cordis.europa.eu/project/id/887711,Holistic Approach to Process Design and Scale-Up for Itaconic Acid Production from Crude Substrates,,,,https://doi.org/10.3390/bioengineering10060723
Circular solutions for the textile industry,https://cordis.europa.eu/project/id/887711,The metabolic potential of plastics as biotechnological carbon sources – Review and targets for the future,,,,https://doi.org/10.1016/j.ymben.2021.12.006
Circular solutions for the textile industry,https://cordis.europa.eu/project/id/887711,A Practical Tool for the Assessment of Polymer Biodegradability in Marine Environments Guides the Development of Truly Biodegradable Plastics,,,,https://doi.org/10.3390/polym15040974
Circular solutions for the textile industry,https://cordis.europa.eu/project/id/887711,Bio-upcycling of even and uneven medium-chain-length diols and dicarboxylates to polyhydroxyalkanoates using engineered Pseudomonas putida,,,,https://doi.org/10.1186/s12934-024-02310-7
Circular solutions for the textile industry,https://cordis.europa.eu/project/id/887711,Surface display as a functional screening platform for detecting enzymes active on PET,,,,https://doi.org/10.1186/s12934-021-01582-7
Circular solutions for the textile industry,https://cordis.europa.eu/project/id/887711,Balancing pH and Yield: Exploring Itaconic Acid Production in Ustilago cynodontis from an Economic Perspective,,,,https://doi.org/10.1186/s13068-024-02550-0
Circular solutions for the textile industry,https://cordis.europa.eu/project/id/887711,Biodegradation of poly(ester-urethane) coatings by Halopseudomonas formosensis,,,,https://doi.org/10.1111/1751-7915.14362
Circular solutions for the textile industry,https://cordis.europa.eu/project/id/887711,"Marine degradation and ecotoxicity of conventional, recycled and compostable plastic bags",,,,https://doi.org/10.1016/j.envpol.2024.124096
Circular solutions for the textile industry,https://cordis.europa.eu/project/id/887711,Widespread alterations upon exposure to the estrogenic endocrine disruptor ethinyl estradiol in the liver proteome of the marine male fish Cyprinodon variegatus,,,,https://doi.org/10.1016/j.aquatox.2022.106189
Circular solutions for the textile industry,https://cordis.europa.eu/project/id/887711,Chemical and biological catalysis for plastics recycling and upcycling,,,,https://doi.org/10.1038/s41929-021-00648-4
Circular solutions for the textile industry,https://cordis.europa.eu/project/id/887711,molasses as an alternative feedstock into itaconate production using Ustilago sp,,,,https://doi.org/10.1016/j.nbt.2023.06.003
Circular solutions for the textile industry,https://cordis.europa.eu/project/id/887711,UV Dosage Unveils Toxic Properties of Weathered Commercial Bioplastic Bags,,,,https://doi.org/10.1021/acs.est.3c02193
Circular solutions for the textile industry,https://cordis.europa.eu/project/id/887711,Characterization and engineering of branched short-chain dicarboxylate metabolism in Pseudomonas reveals resistance to fungal 2-hydroxyparaconate,,,,https://doi.org/10.1016/j.ymben.2022.12.008
Circular solutions for the textile industry,https://cordis.europa.eu/project/id/887711,Microbial Degradation of Plastics,,,,https://doi.org/10.3389/fmicb.2021.635621
Circular solutions for the textile industry,https://cordis.europa.eu/project/id/887711,"Effects of Ethinylestradiol (EE2) and an Organophosphorus Flame Retardant (TCPP) on Gonadal Maturation in the Sea Urchin, Paracentrotus lividus",,,,https://doi.org/10.3390/jmse8080611
Circular solutions for the textile industry,https://cordis.europa.eu/project/id/887711,<i>Halopseudomonas</i> species: Cultivation and molecular genetic tools,,,,https://doi.org/10.1111/1751-7915.14369
Microbial ENZYmes for treatment of non-recyCLEd plastic fractions,https://cordis.europa.eu/project/id/887913,Structure and function of the metagenomic plastic-degrading polyester hydrolase PHL7 bound to its product,,,,https://doi.org/10.1038/s41467-023-37415-x
Microbial ENZYmes for treatment of non-recyCLEd plastic fractions,https://cordis.europa.eu/project/id/887913,Real-Time Noninvasive Analysis of Biocatalytic PET Degradation,,,,https://doi.org/10.1021/acscatal.1c03963
Degradable commodity plastics from metallosupramolecular polymers,https://cordis.europa.eu/project/id/887935,The Green Lean Amine Machine: Harvesting Electric Power While Capturing Carbon Dioxide from Breath,,,,https://doi.org/10.1002/advs.202100995
For a sustainable and european value chain of PHA-based materials for high-volume consumer products,https://cordis.europa.eu/project/id/887474,From raw microalgae to bioplastics: Conversion of Chlorella vulgaris starch granules into thermoplastic starch,,,,https://doi.org/10.1016/j.carbpol.2024.122342
For a sustainable and european value chain of PHA-based materials for high-volume consumer products,https://cordis.europa.eu/project/id/887474,"Red light induces starch accumulation in Chlorella vulgaris without affecting photosynthesis efficiency, unlike abiotic stress",,,,https://doi.org/10.1016/j.algal.2024.103515
For a sustainable and european value chain of PHA-based materials for high-volume consumer products,https://cordis.europa.eu/project/id/887474,Mechanical Recyclability Potential of Biobased and Biodegradable Poly(Hydroxybutyrate)/Poly(Butylene Succinate-Co-adipate) Blends.,,,,https://doi.org/10.37421/2475-7675.2024.9.321
"Innovative approaches towards prevention, removal and reuse of marine plastic litter",https://cordis.europa.eu/project/id/101000612,Assessing Microplastics and Nanoparticles in the SurfaceSeawater of Venice Lagoon—Part I: Methodology of Research,,,,https://doi.org/10.3390/ma17081759
"Innovative approaches towards prevention, removal and reuse of marine plastic litter",https://cordis.europa.eu/project/id/101000612,Valorization of Polypropylene Waste in the Production of New Materials with Adequate Mechanical and Thermal Properties for Environmental Protection,,,,https://doi.org/10.3390/ma15175978
"Innovative approaches towards prevention, removal and reuse of marine plastic litter",https://cordis.europa.eu/project/id/101000612,Insights into Anthropogenic Micro- and Nanoplastic Accumulation in Drinking Water Sources and Their Potential Effects on Human Health,,,,https://doi.org/10.3390/polym15112425
"Innovative approaches towards prevention, removal and reuse of marine plastic litter",https://cordis.europa.eu/project/id/101000612,An Overview of the Current Trends in Marine Plastic LitterManagement for a Sustainable Development,,,,https://doi.org/10.3390/recycling9020030
"Innovative approaches towards prevention, removal and reuse of marine plastic litter",https://cordis.europa.eu/project/id/101000612,Multifunctional Membranes—A Versatile Approach forEmerging Pollutants Removal,,,,https://doi.org/10.3390/membranes12010067
"Innovative approaches towards prevention, removal and reuse of marine plastic litter",https://cordis.europa.eu/project/id/101000612,Clean Energy from Poplar and Plastic Mix Valorisation in a Gas,,,,https://doi.org/10.3390/pr11102922
Upcycling of PE and PET wastes to generate biodegradable bioplastics for food and drink packaging,https://cordis.europa.eu/project/id/953214,Haloarchaea as Cell Factories to Produce Bioplastics,,,,https://doi.org/10.3390/md19030159
Upcycling of PE and PET wastes to generate biodegradable bioplastics for food and drink packaging,https://cordis.europa.eu/project/id/953214,Multiple Substrate Binding Mode-Guided Engineering of a Thermophilic PET Hydrolase,,,,https://doi.org/10.1021/acscatal.2c02275
Upcycling of PE and PET wastes to generate biodegradable bioplastics for food and drink packaging,https://cordis.europa.eu/project/id/953214,Biosensor and chemo-enzymatic one-pot cascade applications to detect and transform PET-derived terephthalic acid in living cells,,,,https://doi.org/10.1016/j.isci.2022.104326
Upcycling of PE and PET wastes to generate biodegradable bioplastics for food and drink packaging,https://cordis.europa.eu/project/id/953214,"Molecular and Biochemical Differences of the Tandem and Cold-Adapted PET Hydrolases Ple628 and Ple629, Isolated From a Marine Microbial Consortium",,,,https://doi.org/10.3389/fbioe.2022.930140
Upcycling of PE and PET wastes to generate biodegradable bioplastics for food and drink packaging,https://cordis.europa.eu/project/id/953214,Sustainable food packaging using modified kombucha-derived bacterial cellulose nanofillers in biodegradable polymers,,,,https://doi.org/10.1039/d4su00168k
Upcycling of PE and PET wastes to generate biodegradable bioplastics for food and drink packaging,https://cordis.europa.eu/project/id/953214,Production of Poly(3-hydroxybutyrate-co-3-hydroxyvalerate) (PHBV) by Haloferax mediterranei Using Candy Industry Wastes as Raw Materials,,,,https://doi.org/10.3390/bioengineering11090870
Upcycling of PE and PET wastes to generate biodegradable bioplastics for food and drink packaging,https://cordis.europa.eu/project/id/953214,PHBV cycle of life using waste as a starting point: from production to recyclability,,,,https://doi.org/10.3389/fmats.2024.1405483
Upcycling of PE and PET wastes to generate biodegradable bioplastics for food and drink packaging,https://cordis.europa.eu/project/id/953214,Chemo‐Enzymatic Depolymerization of Functionalized Low‐Molecular‐Weight Polyethylene,,,,https://doi.org/10.1002/ange.202415012
Upcycling of PE and PET wastes to generate biodegradable bioplastics for food and drink packaging,https://cordis.europa.eu/project/id/953214,Mechanism-Based Design of Efficient PET Hydrolases,,,,https://doi.org/10.1021/acscatal.1c05856
Upcycling of PE and PET wastes to generate biodegradable bioplastics for food and drink packaging,https://cordis.europa.eu/project/id/953214,Sustainable food packaging using modified SiO<sub>2</sub> nanofillers in biodegradable polymers,,,,https://doi.org/10.1039/d4qm00206g
EUROpean quality Controlled Harmonization Assuring Reproducible Monitoring and assessment of plastic pollution,https://cordis.europa.eu/project/id/101003805,Current efforts on microplastic monitoring in Arctic fish and how to proceed,,,,https://doi.org/10.1139/as-2021-0057
EUROpean quality Controlled Harmonization Assuring Reproducible Monitoring and assessment of plastic pollution,https://cordis.europa.eu/project/id/101003805,Plastitar in the Mediterranean Sea: New records and the first geochemical characterization of these novel formations,,,,https://doi.org/10.1016/j.marpolbul.2023.115583
EUROpean quality Controlled Harmonization Assuring Reproducible Monitoring and assessment of plastic pollution,https://cordis.europa.eu/project/id/101003805,Generating Environmental Sampling and Testing Data for Micro- and Nanoplastics for Use in Life Cycle Impact Assessment,,,,https://doi.org/10.2139/ssrn.4171913
EUROpean quality Controlled Harmonization Assuring Reproducible Monitoring and assessment of plastic pollution,https://cordis.europa.eu/project/id/101003805,Status and future recommendations for recording and monitoring litter on the Arctic seafloor,,,,https://doi.org/10.1139/as-2022-0004
EUROpean quality Controlled Harmonization Assuring Reproducible Monitoring and assessment of plastic pollution,https://cordis.europa.eu/project/id/101003805,Finding the Balance between Research and Monitoring: When Are Methods Good Enough to Understand Plastic Pollution?,,,,https://doi.org/10.1021/acs.est.2c06018
EUROpean quality Controlled Harmonization Assuring Reproducible Monitoring and assessment of plastic pollution,https://cordis.europa.eu/project/id/101003805,Global marine litter research 2015–2020: Geographical and methodological trends,,,,https://doi.org/10.1016/j.scitotenv.2022.153162
EUROpean quality Controlled Harmonization Assuring Reproducible Monitoring and assessment of plastic pollution,https://cordis.europa.eu/project/id/101003805,Development and testing of a prototype indicator-based tool for identification of potential problem areas for marine litter in Europe's seas,,,,https://doi.org/10.1016/j.scitotenv.2023.167096
EUROpean quality Controlled Harmonization Assuring Reproducible Monitoring and assessment of plastic pollution,https://cordis.europa.eu/project/id/101003805,Monitoring litter and microplastics in Arctic mammals and bird,,,,https://doi.org/10.1139/as-2021-0058
EUROpean quality Controlled Harmonization Assuring Reproducible Monitoring and assessment of plastic pollution,https://cordis.europa.eu/project/id/101003805,The power of multi-matrix monitoring in the Pan-Arctic region: plastics in water and sediment,,,,https://doi.org/10.1139/as-2021-0056
EUROpean quality Controlled Harmonization Assuring Reproducible Monitoring and assessment of plastic pollution,https://cordis.europa.eu/project/id/101003805,An ecosystem-scale litter and microplastic monitoring plan under the Arctic Monitoring and Assessment Programme (AMAP),,,,https://doi.org/10.1139/as-2021-0059
EUROpean quality Controlled Harmonization Assuring Reproducible Monitoring and assessment of plastic pollution,https://cordis.europa.eu/project/id/101003805,Innovative reference materials for method validation in microplastic analysis including interlaboratory comparison exercises,,,,https://doi.org/10.1007/s00216-023-04636-4
EUROpean quality Controlled Harmonization Assuring Reproducible Monitoring and assessment of plastic pollution,https://cordis.europa.eu/project/id/101003805,Moving forward in microplastic research: A Norwegian perspective,,,,https://doi.org/10.1016/j.envint.2021.106794
EUROpean quality Controlled Harmonization Assuring Reproducible Monitoring and assessment of plastic pollution,https://cordis.europa.eu/project/id/101003805,"Productivity, pressure, and new perspectives: impacts of the COVID-19 pandemic on marine early-career researchers",,,,https://doi.org/10.1093/icesjms/fsac167
EUROpean quality Controlled Harmonization Assuring Reproducible Monitoring and assessment of plastic pollution,https://cordis.europa.eu/project/id/101003805,Current State of Microplastic Pollution Research Data: Trends in Availability and Sources of Open Data.,,,,https://doi.org/10.3389/fenvs.2022.912107
EUROpean quality Controlled Harmonization Assuring Reproducible Monitoring and assessment of plastic pollution,https://cordis.europa.eu/project/id/101003805,Microplastic variability in subsurface water from the Arctic to Antarctica,,,,https://doi.org/10.1016/j.envpol.2022.118808
EUROpean quality Controlled Harmonization Assuring Reproducible Monitoring and assessment of plastic pollution,https://cordis.europa.eu/project/id/101003805,A review of the use of microplastics in reconstructing dated sedimentary archives,,,,https://doi.org/10.1016/j.scitotenv.2021.150818
EUROpean quality Controlled Harmonization Assuring Reproducible Monitoring and assessment of plastic pollution,https://cordis.europa.eu/project/id/101003805,Future monitoring of litter and microplastics in the Arctic,,,,https://doi.org/10.1139/as-2022-0011
EUROpean quality Controlled Harmonization Assuring Reproducible Monitoring and assessment of plastic pollution,https://cordis.europa.eu/project/id/101003805,Reproducible pipelines and readiness levels in plastic monitoring.,,,,https://doi.org/10.1038/s43017-023-00405-0
EUROpean quality Controlled Harmonization Assuring Reproducible Monitoring and assessment of plastic pollution,https://cordis.europa.eu/project/id/101003805,"Monitoring guidelines for polymer identification, quality assurance/quality control (QA/QC) and data reporting for monitoring of microplastics in the Arctic environment",,,,https://doi.org/10.1139/as-2022-0006
Recycling and Repurposing of Plastic Waste for Advanced 3D Printing Applications,https://cordis.europa.eu/project/id/814588,Integrating Exposure Assessment and Process Hazard Analysis: The Nano-Enabled 3D Printing Filament Extrusion Case,,,,https://doi.org/10.3390/polym15132836
Recycling and Repurposing of Plastic Waste for Advanced 3D Printing Applications,https://cordis.europa.eu/project/id/814588,A systematic study of electrolyte effect on exfoliation efficiency and green synthesis of graphene oxide,,,,https://doi.org/10.1016/j.ceramint.2021.08.122
Recycling and Repurposing of Plastic Waste for Advanced 3D Printing Applications,https://cordis.europa.eu/project/id/814588,"Inductive Thermal Effect on Thermoplastic Nanocomposites with Magnetic Nanoparticles for Induced-Healing, Bonding and Debonding On-Demand Applications",,,,https://doi.org/10.3390/jcs7020074
Recycling and Repurposing of Plastic Waste for Advanced 3D Printing Applications,https://cordis.europa.eu/project/id/814588,Leaching of Nano-Additives as a Method for Life-Cycle Suitability: A Study on 3D-Printed Nanocomposites for Wearables Applications,,,,https://doi.org/10.3390/pr11072053
Recycling and Repurposing of Plastic Waste for Advanced 3D Printing Applications,https://cordis.europa.eu/project/id/814588,Research and Development in Carbon Fibers and Advanced High-Performance Composites Supply Chain in Europe: A Roadmap for Challenges and the Industrial Uptake,,,,https://doi.org/10.3390/jcs3030086
Recycling and Repurposing of Plastic Waste for Advanced 3D Printing Applications,https://cordis.europa.eu/project/id/814588,Ready-to-Use Recycled Carbon Fibres Decorated with Magnetic Nanoparticles: Functionalization after Recycling Process Using Supercritical Fluid Chemistry,,,,https://doi.org/10.3390/jcs7060236
Recycling and Repurposing of Plastic Waste for Advanced 3D Printing Applications,https://cordis.europa.eu/project/id/814588,Effect of crosslinker to monomer ratio on the adhesion and size distribution of silver nanoparticles grown on poly (methacrylic acid) microspheres,,,,https://doi.org/10.1016/j.colsurfa.2023.131002
Recycling and Repurposing of Plastic Waste for Advanced 3D Printing Applications,https://cordis.europa.eu/project/id/814588,Development of CNT-Based Nanocomposites with Ohmic Heating Capability towards Self-Healing Applications in Extrusion-Based 3D Printing Technologies,,,,https://doi.org/10.3390/c9040111
Recycling and Repurposing of Plastic Waste for Advanced 3D Printing Applications,https://cordis.europa.eu/project/id/814588,Antibacterial Interactions of Ethanol-Dispersed Multiwalled Carbon Nanotubes with <i>Staphylococcus aureus</i> and <i>Pseudomonas aeruginosa</i>,,,,https://doi.org/10.1021/acsomega.4c03044
in-built Triggered Enzymes to Recycle Multi-layers: an INnovation for USes in plastic-packaging,https://cordis.europa.eu/project/id/814400,Enhancing the Thermostability of Engineered Laccases in Aqueous Betaine-Based Natural Deep Eutectic Solvents,,,,https://doi.org/10.1021/acssuschemeng.1c07104
in-built Triggered Enzymes to Recycle Multi-layers: an INnovation for USes in plastic-packaging,https://cordis.europa.eu/project/id/814400,Triggering of Polymer-Degrading Enzymes from Layered Double Hydroxides for Recycling Strategies,,,,https://doi.org/10.3390/ijms24010831
in-built Triggered Enzymes to Recycle Multi-layers: an INnovation for USes in plastic-packaging,https://cordis.europa.eu/project/id/814400,Recycling by-design of plastic through formulation with thermally protected enzymes in layered doble hydroxide structures,,,,https://doi.org/10.1016/j.jclepro.2022.135517
in-built Triggered Enzymes to Recycle Multi-layers: an INnovation for USes in plastic-packaging,https://cordis.europa.eu/project/id/814400,Natural deep eutectic solvents as thermostabilizer for Humicola insolens cutinase,,,,https://doi.org/10.1016/j.nbt.2023.05.006
in-built Triggered Enzymes to Recycle Multi-layers: an INnovation for USes in plastic-packaging,https://cordis.europa.eu/project/id/814400,Improving laccase thermostability with aqueous natural deep eutectic solvents,,,,https://doi.org/10.1016/j.ijbiomac.2020.07.022
in-built Triggered Enzymes to Recycle Multi-layers: an INnovation for USes in plastic-packaging,https://cordis.europa.eu/project/id/814400,Enhancement of Gas Barrier Properties and Durability of Poly(butylene succinate-co-butylene adipate)-Based Nanocomposites for Food Packaging Applications,,,,https://doi.org/10.3390/nano12060978
in-built Triggered Enzymes to Recycle Multi-layers: an INnovation for USes in plastic-packaging,https://cordis.europa.eu/project/id/814400,Enzymatic Degradation of the Most Common Aliphatic Bio-Polyesters and Evaluation of the Mechanisms Involved: An Extended Study,,,,https://doi.org/10.3390/polym14091850
Recycling of coated and painted textile and plastic materials,https://cordis.europa.eu/project/id/814505,Toxicity assessment of core-shell and superabsorbent polymers in cell-based systems,,,,https://doi.org/10.1016/j.envres.2023.115772
Recycling of coated and painted textile and plastic materials,https://cordis.europa.eu/project/id/814505,"Pristine, carboxylated, and hybrid multi-walled carbon nanotubes exert potent antioxidant activities in in vitro-cell free systems",,,,https://doi.org/10.1016/j.envres.2022.115156
Recycling of coated and painted textile and plastic materials,https://cordis.europa.eu/project/id/814505,An integrated approach for assessing the in vitro and in vivo redox-related effects of nanomaterials,,,,https://doi.org/10.1016/j.envres.2021.111083
Recycling of coated and painted textile and plastic materials,https://cordis.europa.eu/project/id/814505,Lessons Learnt from Engineering Science Projects Participating in the Horizon 2020 Open Research Data Pilot,,,,https://doi.org/10.3390/data6090096
Recycling of coated and painted textile and plastic materials,https://cordis.europa.eu/project/id/814505,Triggerable super absorbent polymers for coating debonding applications,,,,https://doi.org/10.3390/polym13091432
Recycling of coated and painted textile and plastic materials,https://cordis.europa.eu/project/id/814505,Employing Nanosafety Standards in a Nanomaterial Research Environment: Lessons Learned and Refinement Potential,,,,https://doi.org/10.3390/standards2040034
Recycling of coated and painted textile and plastic materials,https://cordis.europa.eu/project/id/814505,Synthesis and Characterization of a Core-Shell Copolymer with Different Glass Transition Temperatures,,,,https://doi.org/10.3390/fib8110071
Recycling of coated and painted textile and plastic materials,https://cordis.europa.eu/project/id/814505,Synthesis and Characterization of SiO2@CNTs Microparticles: Evaluation of Microwave-Induced Heat Production,,,,https://doi.org/10.3390/fib9120081
Recycling of coated and painted textile and plastic materials,https://cordis.europa.eu/project/id/814505,The effect of superabsorbent polymers on the microstructure and self-healing properties of cementitious-based composite materials,,,,https://doi.org/10.3390/app11020700
"Removing hazardous substances to increase recycling rates of WEEE, ELV and CDW plastics",https://cordis.europa.eu/project/id/820895,Compatibilized PC/ABS blends from solvent recycled PC and ABS polymers from electronic equipment waste,,,,https://doi.org/10.1016/j.polymertesting.2023.107969
"Removing hazardous substances to increase recycling rates of WEEE, ELV and CDW plastics",https://cordis.europa.eu/project/id/820895,About the environmental sustainability of the European management of WEEE plastics,,,,https://doi.org/10.1016/j.wasman.2021.02.040
"Removing hazardous substances to increase recycling rates of WEEE, ELV and CDW plastics",https://cordis.europa.eu/project/id/820895,Mechanochemical dehalogenation of brominated flame retardants and preliminary application for recycling BFR-containing plastic waste,,,,https://doi.org/10.1016/j.jece.2023.109916
"Removing hazardous substances to increase recycling rates of WEEE, ELV and CDW plastics",https://cordis.europa.eu/project/id/820895,Technical and environmental performances of alternative treatments for challenging plastics waste,,,,https://doi.org/10.1016/j.resconrec.2022.106379
"Removing hazardous substances to increase recycling rates of WEEE, ELV and CDW plastics",https://cordis.europa.eu/project/id/820895,Can plastics from end-of-life vehicles be managed in a sustainable way?,,,,https://doi.org/10.1016/j.spc.2021.09.025
"Removing hazardous substances to increase recycling rates of WEEE, ELV and CDW plastics",https://cordis.europa.eu/project/id/820895,How to enhance the environmental sustainability of WEEE plastics management: An LCA study,,,,https://doi.org/10.1016/j.wasman.2021.09.021
"Removing hazardous substances to increase recycling rates of WEEE, ELV and CDW plastics",https://cordis.europa.eu/project/id/820895,Social life cycle assessmemt of innovative management schems for challenging plastics waste,,,,https://doi.org/10.1016/j.spc.2023.03.011
Novel packaging films and textiles with tailored end of life and performance based on bio-based copolymers and coatings,https://cordis.europa.eu/project/id/837761,Improvement of Interfacial Adhesion and Thermomechanical Properties of PLA Based Composites with Wheat/Rice Bran,,,,https://doi.org/10.3390/polym14163389
Novel packaging films and textiles with tailored end of life and performance based on bio-based copolymers and coatings,https://cordis.europa.eu/project/id/837761,"Poly(lactic acid) (PLA)/Poly(butylene succinate-co-adipate) (PBSA) Compatibilized Binary Biobased Blends: Melt Fluidity, Morphological, Thermo-Mechanical and Micromechanical Analysis",,,,https://doi.org/10.3390/polym13020218
Novel packaging films and textiles with tailored end of life and performance based on bio-based copolymers and coatings,https://cordis.europa.eu/project/id/837761,Chain Extension of Poly(Lactic Acid) (PLA)–Based Blends and Composites Containing Bran with Biobased Compounds for Controlling Their Processability and Recyclability,,,,https://doi.org/10.3390/polym13183050
